date,hour,rainfall_in,air_temp_f,par_w.k2,rh_percent,wind_speed_m.s,bar_press_hg
12/28/15,14,0,15.32592593,359.6833333,25.73333333,2.45,29.76951667
12/28/15,15,0,15.79166667,286.1833333,24.7,2.566666667,29.73896667
12/28/15,16,0,15.21111111,129.25,24.71666667,2.316666667,29.73801667
12/28/15,17,0,12.29351852,13.73333333,32.36666667,1.483333333,29.74108333
12/28/15,18,0,10.00092593,0,37.75,1.15,29.74508333
12/28/15,19,0,8.502777778,0,42.91666667,0.683333333,29.73513333
12/28/15,20,0,6.647222222,0,54.46666667,0.983333333,29.74565
12/28/15,21,0,6.143518517,0,52.2,1.016666667,29.75448333
12/28/15,22,0,5.787037039,0,54.86666667,0.75,29.75573333
12/28/15,23,0,5.714814817,0,60.8,1.083333333,29.75491667
12/29/15,0,0,6.046296294,0,55.7,1.533333333,29.73566667
12/29/15,1,0,3.312037039,0,63.85,2.683333333,29.72013333
12/29/15,2,0,4.217592594,0,64.05,1.366666667,29.73933333
12/29/15,3,0,3.887037039,0,64.56666667,1.283333333,29.751
12/29/15,4,0,3.933333333,0,62.58333333,2.35,29.757
12/29/15,5,0,5.2,0,48.78333333,5.75,29.7834
12/29/15,6,0,6.237037039,0,54.48333333,6.3,29.79366667
12/29/15,7,0,5.042592594,4.65,61.71666667,5.616666667,29.82766667
12/29/15,8,0,4.827777778,56.11666667,64.23333333,5.466666667,29.8592
12/29/15,9,0,5.741666667,111.4333333,68.55,4.733333333,29.9044
12/29/15,10,0,7.010185183,265.0333333,64.61666667,3.933333333,29.93696667
12/29/15,11,0,9.892592594,538.9,48.43333333,4.616666667,29.9461
12/29/15,12,0,11.30462963,563.4666667,41.33333333,3.483333333,29.94188333
12/29/15,13,0,12.1,523.3333333,38.15,4.233333333,29.93166667
12/29/15,14,0,12.63981482,434,35.33333333,4.1,29.934
12/29/15,15,0,13.11481482,292.1833333,32.98333333,3.45,29.941
12/29/15,16,0,12.59629629,130.0833333,33.43333333,3.333333333,29.95866667
12/29/15,17,0,10.34537037,13.3,42.26666667,2.016666667,29.98376667
12/29/15,18,0,8.744444444,0,51.1,1.466666667,30.00325
12/29/15,19,0,7.52314815,0,58.25,0.533333333,30.02965
12/29/15,20,0,6.931481483,0,65.96666667,0.6,30.03808333
12/29/15,21,0,5.864814817,0,74.8,0.716666667,30.07091667
12/29/15,22,0,4.383333333,0,73.01666667,0.883333333,30.07483333
12/29/15,23,0,3.350925928,0,74.75,1.5,30.0855
12/30/15,0,0,3.389814817,0,76.45,1.266666667,30.11566667
12/30/15,1,0,2.674074072,0,77.41666667,1.483333333,30.116
12/30/15,2,0,0.884259261,0,84.85,1.033333333,30.11918333
12/30/15,3,0,1.003703706,0,79.11666667,1.316666667,30.12105
12/30/15,4,0,1.65185185,0,76.31666667,2.383333333,30.12033333
12/30/15,5,0,1.310185183,0,78.63333333,1.1,30.14441667
12/30/15,6,0,-0.204629628,0,87.98333333,1.75,30.16285
12/30/15,7,0,0.018518517,8.3,89.16666667,1.616666667,30.18623333
12/30/15,8,0,1.031481483,91.01666667,80.03333333,2.116666667,30.20178333
12/30/15,9,0,5.835185183,300.2833333,58.63333333,1.95,30.20626667
12/30/15,10,0,9.462962961,445.45,44.75,2.75,30.21401667
12/30/15,11,0,11.35277778,534.3166667,38.33333333,4.333333333,30.1849
12/30/15,12,0,14.05833333,567.0833333,30.4,2.5,30.1469
12/30/15,13,0,15.15462963,535.8833333,26.96666667,1.866666667,30.10091667
12/30/15,14,0,15.73240741,443.95,24.56666667,2.033333333,30.07333333
12/30/15,15,0,16.11203704,297.0166667,22.88333333,1.85,30.056
12/30/15,16,0,15.40925926,129.3833333,25.61666667,1.1,30.056
12/30/15,17,0,12.26203704,11.08333333,39.9,0.9,30.04533333
12/30/15,18,0,9.541666667,0,51.4,1.083333333,30.03486667
12/30/15,19,0,7.271296294,0,54.38333333,1.5,30.0549
12/30/15,20,0,6.658333333,0,56.9,1.116666667,30.07186667
12/30/15,21,0,6.321296294,0,61.68333333,1.15,30.07233333
12/30/15,22,0,5.950925928,0,56.53333333,0.466666667,30.07536667
12/30/15,23,0,4.491666667,0,74.01666667,0.783333333,30.0747
12/31/15,0,0,3.569444444,0,69.63333333,0.616666667,30.07661667
12/31/15,1,0,2.993518517,0,75.26666667,1.266666667,30.07736667
12/31/15,2,0,2.878703706,0,64.23333333,1.316666667,30.077
12/31/15,3,0,3.014814817,0,66.36666667,0.983333333,30.05633333
12/31/15,4,0,1.281481483,0,77.05,1.683333333,30.04016667
12/31/15,5,0,0.337037039,0,79.26666667,0.916666667,30.04238333
12/31/15,6,0,0.228703706,0,81.8,0.85,30.054
12/31/15,7,0,-1.096296294,6.6,85.5,1.483333333,30.08403333
12/31/15,8,0,-0.774074072,94.33333333,76.35,2.833333333,30.08401667
12/31/15,9,0,5.537037039,314.7833333,50.15,1.016666667,30.10685
12/31/15,10,0,9.068518517,433.9,36.11666667,1.3,30.10886667
12/31/15,11,0,12.58981482,534.85,29.03333333,0.95,30.0866
12/31/15,12,0,15.17777778,501.1,24.25,0.816666667,30.04601667
12/31/15,13,0,15.10185185,492.4666667,24.28333333,1.75,30.01566667
12/31/15,14,0,16.39814815,480.0333333,22.28333333,1.4,29.97556667
12/31/15,15,0,15.96296296,268.3833333,22.98333333,2.45,29.97348333
12/31/15,16,0,15.26944444,118.5666667,25.93333333,2.416666667,29.9726
12/31/15,17,0,12.26203704,13.63333333,32.05,2.716666667,29.96871667
12/31/15,18,0,10.51666667,0,31.61666667,3.533333333,29.97575
12/31/15,19,0,10.60370371,0,29.5,3.55,29.98611667
12/31/15,20,0,10.44351852,0,31.38333333,3.45,29.98671667
12/31/15,21,0,8.875925928,0,41.76666667,1.966666667,29.98791667
12/31/15,22,0,7.95,0,41.93333333,1.85,30.00491667
12/31/15,23,0,6.114814817,0,45.4,1.483333333,30.01176667
1/1/16,0,0,3.79814815,0,58.45,1.483333333,30.0005
1/1/16,1,0,4.343518517,0,56.68333333,1.233333333,29.99633333
1/1/16,2,0,3.575,0,60.26666667,0.7,30.00163333
1/1/16,3,0,2.529629628,0,68.81666667,0.766666667,30.01173333
1/1/16,4,0,1.129629628,0,70.48333333,1.2,30.0241
1/1/16,5,0,0.732407406,0,72.03333333,2.2,30.04071667
1/1/16,6,0,-0.45,0,72.25,3.233333333,30.04406667
1/1/16,7,0,-1.330555556,7.4,74,2.233333333,30.07943333
1/1/16,8,0,0.379629628,98.23333333,66.48333333,1.933333333,30.0834
1/1/16,9,0,5.602777778,300.85,46.86666667,1.5,30.11086667
1/1/16,10,0,10.53425926,443.2333333,32.36666667,0.833333333,30.1066
1/1/16,11,0,14.35277778,534.9333333,25.63333333,0.5,30.09981667
1/1/16,12,0,16.71759259,565.25,24.08333333,0.966666667,30.06413333
1/1/16,13,0,17.88518518,533.9333333,25.06666667,1.366666667,30.03966667
1/1/16,14,0,18.55833333,443.25,26.45,2.1,30.01333333
1/1/16,15,0,18.97962963,297.7833333,26.91666667,2.066666667,30.013
1/1/16,16,0,18.72592593,131.25,28.08333333,1.033333333,30.01755
1/1/16,17,0,15.36574074,18,37.06666667,1.983333333,30.02408333
1/1/16,18,0,12.56851852,0,43.95,2.533333333,30.05621667
1/1/16,19,0,10.96944444,0,53.56666667,1.15,30.06415
1/1/16,20,0,9.933333333,0,59.81666667,0.966666667,30.06683333
1/1/16,21,0,8.860185183,0,64.06666667,0.95,30.06833333
1/1/16,22,0,7.612962961,0,74.28333333,1.3,30.0719
1/1/16,23,0,6.95185185,0,66.66666667,1.983333333,30.0761
1/2/16,0,0,7.062962961,0,64.18333333,1.7,30.0977
1/2/16,1,0,7.034259261,0,70.73333333,2.116666667,30.0753
1/2/16,2,0,9.078703706,0,59.11666667,2.116666667,30.06881667
1/2/16,3,0,8.911111111,0,58.91666667,1.833333333,30.06833333
1/2/16,4,0,8.358333333,0,62.25,2.216666667,30.071
1/2/16,5,0,6.887962961,0,66.2,1.966666667,30.0867
1/2/16,6,0,7.561111111,0,64.58333333,2.05,30.1081
1/2/16,7,0,7.72685185,13.25,62.58333333,2,30.10833333
1/2/16,8,0,9.881481483,122.2166667,55.95,3.116666667,30.10763333
1/2/16,9,0,13.90277778,293.9166667,41.83333333,4.6,30.13576667
1/2/16,10,0,15.81666667,443.2833333,35.65,6.916666667,30.13701667
1/2/16,11,0,17.38333333,537.2333333,30.81666667,7.433333333,30.12103333
1/2/16,12,0,18.83796296,568.5,27.91666667,6.266666667,30.07733333
1/2/16,13,0,19.74444444,536.5333333,26.05,6.716666667,30.04921667
1/2/16,14,0,20.41018518,445.0833333,24.63333333,7.183333333,30.0116
1/2/16,15,0,20.775,290.3833333,23.71666667,6.483333333,30.00986667
1/2/16,16,0,20.39537037,140.6333333,26.13333333,6,29.9918
1/2/16,17,0,18.09259259,10.36666667,33.23333333,3.95,29.97506667
1/2/16,18,0,14.80555556,0,45.31666667,0.75,29.98186667
1/2/16,19,0,13.69074074,0,49.3,0.866666667,30.01701667
1/2/16,20,0,13.46666667,0,48.68333333,2.283333333,30.02066667
1/2/16,21,0,12.91759259,0,47.98333333,2.433333333,30.04533333
1/2/16,22,0,11.81666667,0,48.66666667,1.516666667,30.0614
1/2/16,23,0,11.15185185,0,53.26666667,1.533333333,30.06433333
1/3/16,0,0,11.58333333,0,51.2,1.8,30.0636
1/3/16,1,0,11.99537037,0,48.76666667,2.033333333,30.06183333
1/3/16,2,0,11.11481482,0,53.43333333,2,30.06225
1/3/16,3,0,11.36388889,0,48.48333333,2.683333333,30.063
1/3/16,4,0,11.75555556,0,47.65,2.283333333,30.03018333
1/3/16,5,0,10.98055556,0,49.88333333,2.766666667,30.02388333
1/3/16,6,0,10.54444444,0,52.45,2.233333333,30.028
1/3/16,7,0,10.43055556,7.883333333,52.5,3.133333333,30.061
1/3/16,8,0,12.52870371,96.98333333,45.28333333,6.3,30.06271667
1/3/16,9,0,14.85,295.6666667,38.45,8.25,30.0655
1/3/16,10,0,16.61388889,437.4166667,34.23333333,7.45,30.05725
1/3/16,11,0,18.82037037,524.4833333,29.98333333,5.183333333,30.04373333
1/3/16,12,0,19.36296296,396.2166667,28.73333333,5.4,29.99951667
1/3/16,13,0,21.02407407,484.8833333,26.3,4.383333333,29.95908333
1/3/16,14,0,20.28425926,263.0833333,28.06666667,3.45,29.93025
1/3/16,15,0,21.34722222,200.7166667,24.83333333,5.933333333,29.90133333
1/3/16,16,0,20.15,60.41666667,27.63333333,6.45,29.88951667
1/3/16,17,0,19.19166667,5.8,31.75,5.616666667,29.8909
1/3/16,18,0,17.98796296,0,28.56666667,5.4,29.86663333
1/3/16,19,0,17.04444444,0,29.45,3.25,29.85433333
1/3/16,20,0,15.81944444,0,34.06666667,2.416666667,29.85623333
1/3/16,21,0,15.88518518,0,34.21666667,1.6,29.857
1/3/16,22,0,15.67222222,0,34.66666667,2.3,29.85636667
1/3/16,23,0,16.62037037,0,30.73333333,5.516666667,29.8525
1/4/16,0,0,15.83611111,0,32.25,4.366666667,29.83223333
1/4/16,1,0,15.26111111,0,34.8,3.85,29.81733333
1/4/16,2,0,15.22962963,0,36.16666667,4.566666667,29.80833333
1/4/16,3,0,15.36481482,0,36.03333333,4.583333333,29.80766667
1/4/16,4,0,14.86018518,0,38.23333333,3.116666667,29.78333333
1/4/16,5,0,14.11574074,0,41.8,3.416666667,29.77958333
1/4/16,6,0,13.91481482,0,42.76666667,3.033333333,29.80073333
1/4/16,7,0,14.09351852,7.6,41.78333333,3.916666667,29.81861667
1/4/16,8,0,14.69444444,78.75,42.16666667,2.966666667,29.81898333
1/4/16,9,0,15.27495292,105.7288136,40.98305085,4.745762712,29.84647458
1/4/16,10,0,14.85575049,130.1929825,41.26315789,5.894736842,29.33354386
1/4/16,11,0,13.37037037,96.71666667,58.46666667,7.433333333,29.85946667
1/4/16,12,0,12.49351852,169.4666667,75.86666667,5.583333333,29.84633333
1/4/16,13,0,13.28888889,152.8333333,75.61666667,4.85,29.821
1/4/16,14,0,13.45555556,173.3166667,74.78333333,5.466666667,29.81868333
1/4/16,15,0,14.03981482,92.01666667,72.11666667,5.15,29.80216667
1/4/16,16,0,14.06111111,14.16666667,71.7,3.516666667,29.81885
1/4/16,17,0,12.6,1.7,83.46666667,2.916666667,29.82066667
1/4/16,18,0,12.02222222,0,89.9,2.233333333,29.83945
1/4/16,19,0,11.61111111,0,93.96666667,3.533333333,29.86356667
1/4/16,20,0,11.37777778,0,94.91666667,1.65,29.86466667
1/4/16,21,0,11.37314815,0,95.9,0.916666667,29.86633333
1/4/16,22,0,11.56203704,0,94.58333333,1.85,29.89978333
1/4/16,23,0,11.41111111,0,92.88333333,1.233333333,29.90455
1/5/16,0,0,11.18425926,0,92.43333333,2.066666667,29.90366667
1/5/16,1,0,10.91111111,0,94.71666667,2.116666667,29.903
1/5/16,2,0,10.99444444,0,93.43333333,1.95,29.905
1/5/16,3,0,10.86759259,0,91.48333333,2.416666667,29.90466667
1/5/16,4,0,10.85,0,91.38333333,1.416666667,29.904
1/5/16,5,0,10.90092593,0,91.1,2.383333333,29.90033333
1/5/16,6,0,10.96481482,0,91.2,2.15,29.90466667
1/5/16,7,0,10.89537037,3.166666667,92.9,2.35,29.90533333
1/5/16,8,0,10.98888889,48.16666667,93.16666667,3.216666667,29.92031667
1/5/16,9,0,11.51203704,77.7,90.83333333,2.733333333,29.94316667
1/5/16,10,0,12.01944444,154.0833333,89.11666667,3.416666667,29.94123333
1/5/16,11,0,12.49444444,207.2333333,89.06666667,3.616666667,29.941
1/5/16,12,0,13.56203704,261.2833333,82.53333333,3.75,29.90765
1/5/16,13,0,14.05,216.8,81.73333333,3.466666667,29.8704
1/5/16,14,0,13.24259259,86.4,88.15,2.066666667,29.86081667
1/5/16,15,0,12.88425926,38.41666667,91.86666667,1.75,29.86
1/5/16,16,0,12.77685185,31.06666667,93.55,2.283333333,29.859
1/5/16,17,0,12.86296296,7.116666667,92.21666667,0.45,29.85166667
1/5/16,18,0,12.97129629,0,92.93333333,2.416666667,29.846
1/5/16,19,0,12.86759259,0,93.83333333,1.85,29.859
1/5/16,20,0,12.97777778,0,92.36666667,0.85,29.853
1/5/16,21,0,12.96944444,0,92.65,0.966666667,29.824
1/5/16,22,0,12.92314815,0,94,1.183333333,29.82166667
1/5/16,23,0,12.87314815,0,92.6,3.4,29.822
1/6/16,0,0,12.86481482,0,89.9,2.216666667,29.81343333
1/6/16,1,0,12.625,0,90.66666667,2.333333333,29.78358333
1/6/16,2,0,12.43518518,0,89.66666667,5.65,29.78066667
1/6/16,3,0,10.31388889,0,89.23333333,7.4,29.80473333
1/6/16,4,0,9.724074072,0,88.36666667,3.483333333,29.79636667
1/6/16,5,0,9.605555556,0,85.56666667,1.583333333,29.82128333
1/6/16,6,0,10.21666667,0,85.03333333,1.866666667,29.85385
1/6/16,7,0,10.26851852,7.05,83.28333333,1.15,29.88388333
1/6/16,8,0,10.99907407,93.51666667,74.88333333,3.883333333,29.90673333
1/6/16,9,0,12.59166667,282.6166667,64.55,6.95,29.93841667
1/6/16,10,0,13.70648148,435.8166667,59.7,10.38333333,29.94121667
1/6/16,11,0,14.41851852,541.9666667,56.51666667,9.883333333,29.9394
1/6/16,12,0,14.76574074,608.3166667,53.55,9.8,29.937
1/6/16,13,0,14.73518518,436.7166667,52.11666667,11.4,29.92766667
1/6/16,14,0,15.47685185,482.7833333,49.3,8.6,29.92233333
1/6/16,15,0,15.41851852,229.0666667,49.35,4.916666667,29.91
1/6/16,16,0,14.86111111,82.6,52.5,3.15,29.925
1/6/16,17,0,13.45833333,8.2,59.53333333,1.05,29.939
1/6/16,18,0,13.12777778,0,60.65,1.316666667,29.936
1/6/16,19,0,12.55833333,0,67.58333333,2.033333333,29.941
1/6/16,20,0,12.04722222,0,71.16666667,2.55,29.93573333
1/6/16,21,0,10.90740741,0,74.68333333,3.833333333,29.9427
1/6/16,22,0,11.22407407,0,73.28333333,2.8,29.94518333
1/6/16,23,0,11.01574074,0,76.88333333,2.883333333,29.926
1/7/16,0,0,10.6,0,79.18333333,4.166666667,29.91531667
1/7/16,1,0,10.55648148,0,78.68333333,5.6,29.90433333
1/7/16,2,0,11.47314815,0,74,2.45,29.89575
1/7/16,3,0,11.02407407,0,83.5,2.166666667,29.86525
1/7/16,4,0,10.32777778,0,88.71666667,3.816666667,29.86433333
1/7/16,5,0,10.11203704,0,90.65,3.166666667,29.85128333
1/7/16,6,0,9.7,0,91.96666667,1.65,29.8395
1/7/16,7,0,10.08796296,1.8,92.66666667,3.1,29.82755
1/7/16,8,0,10.22592593,4.1,89.2,4.266666667,29.83618333
1/7/16,9,0,9.267592594,33.6,87.66666667,6.066666667,29.86666667
1/7/16,10,0,9.494444444,30.66666667,90.18333333,1.833333333,29.86806667
1/7/16,11,0,11.03796296,359.2833333,77.48333333,7.216666667,29.84371667
1/7/16,12,0,10.84814815,285.1666667,77.03333333,6.15,29.80855
1/7/16,13,0,11.99907407,385.7833333,67.76666667,3.316666667,29.77936667
1/7/16,14,0,13.07222222,368.6166667,59,3.416666667,29.75466667
1/7/16,15,0,12.61481482,113.5333333,65.03333333,5.966666667,29.74433333
1/7/16,16,0,10.77592593,25.2,78.61666667,4.45,29.7445
1/7/16,17,0,10.86203704,8.116666667,75.11666667,5.066666667,29.76833333
1/7/16,18,0,10.50370371,0,71.15,5.616666667,29.785
1/7/16,19,0,10.12129629,0,70.93333333,4.116666667,29.78545
1/7/16,20,0,9.518518517,0,70.28333333,2.05,29.7899
1/7/16,21,0,9.112037039,0,70.05,3.216666667,29.80633333
1/7/16,22,0,8.249074072,0,76.3,3.116666667,29.82266667
1/7/16,23,0,8.266666667,0,78.96666667,2.333333333,29.827
1/8/16,0,0,7.621296294,0,79.88333333,0.883333333,29.81601667
1/8/16,1,0,7.917592594,0,75.5,1.85,29.79235
1/8/16,2,0,7.9,0,81.15,2.016666667,29.7959
1/8/16,3,0,6.529629628,0,87.91666667,2.283333333,29.79301667
1/8/16,4,0,6.409259261,0,86.76666667,1.633333333,29.793
1/8/16,5,0,6.337962961,0,89.36666667,1.333333333,29.802
1/8/16,6,0,6.687962961,0,90.26666667,0.9,29.83331667
1/8/16,7,0,7.274074072,3.05,85.21666667,1.783333333,29.85063333
1/8/16,8,0,7.532407406,60.21666667,83.26666667,1.783333333,29.87031667
1/8/16,9,0,8.162037039,103.5666667,81.98333333,1.05,29.9014
1/8/16,10,0,9.453703706,199.3333333,77.91666667,1.9,29.90995
1/8/16,11,0,11.28518518,323.95,67.2,0.783333333,29.91921667
1/8/16,12,0,12.49259259,386.3666667,57.48333333,4.9,29.90155
1/8/16,13,0,12.00277778,304.1333333,57.08333333,4.333333333,29.901
1/8/16,14,0,12.40092593,290.8333333,56.23333333,4.566666667,29.901
1/8/16,15,0,13.56296296,351.4333333,51.76666667,4.9,29.903
1/8/16,16,0,12.45,99.21666667,55.78333333,3.983333333,29.93733333
1/8/16,17,0,11.71296296,10.1,60.88333333,1.833333333,29.94223333
1/8/16,18,0,11.36111111,0,63.15,1.1,29.9608
1/8/16,19,0,11.58981482,0,62.11666667,0.533333333,29.984
1/8/16,20,0,11.39259259,0,61.75,2.083333333,29.992
1/8/16,21,0,10.58333333,0,64.81666667,2.283333333,30.01633333
1/8/16,22,0,9.406481483,0,70.71666667,2.216666667,30.02665
1/8/16,23,0,8.514814817,0,77.73333333,1.25,30.04066667
1/9/16,0,0,8.028703706,0,78.2,1.4,30.06805
1/9/16,1,0,6.942592594,0,80.95,0.983333333,30.07061667
1/9/16,2,0,6.388888889,0,84.11666667,1.316666667,30.072
1/9/16,3,0,5.467592594,0,92.16666667,0.933333333,30.07338333
1/9/16,4,0,4.899074072,0,95.03333333,1.466666667,30.07498333
1/9/16,5,0,4.378703706,0,96.48333333,1.466666667,30.07666667
1/9/16,6,0,4.017592594,0,97.2,1.55,30.109
1/9/16,7,0,4.112962961,8.666666667,97.95,0.9,30.11966667
1/9/16,8,0,5.087037039,99.05,95.48333333,1.2,30.14965
1/9/16,9,0,7.961111111,281.1,83.78333333,2.083333333,30.17485
1/9/16,10,0,10.43055556,436.9333333,74.26666667,2.583333333,30.18531667
1/9/16,11,0,12.74074074,539.3833333,62.68333333,2.783333333,30.1818
1/9/16,12,0,14.58240741,577.35,53.21666667,1.8,30.14523333
1/9/16,13,0,15.25833333,545.4,48.2,1.433333333,30.13011667
1/9/16,14,0,15.72685185,458.2333333,45.73333333,1.116666667,30.09633333
1/9/16,15,0,15.89166667,323.3666667,40.01666667,1.333333333,30.09566667
1/9/16,16,0,15.68703704,155,35.93333333,0.916666667,30.096
1/9/16,17,0,13.20740741,22.38333333,51.08333333,1.216666667,30.09798333
1/9/16,18,0,11.18796296,0,64.06666667,0.983333333,30.1032
1/9/16,19,0,10.13796296,0,70.5,1.3,30.1065
1/9/16,20,0,8.812037039,0,79.48333333,1.4,30.10793333
1/9/16,21,0,8.043518517,0,81.36666667,1.05,30.108
1/9/16,22,0,7.675925928,0,82.45,1.266666667,30.10893333
1/9/16,23,0,7.667592594,0,83.33333333,1.616666667,30.10866667
1/10/16,0,0,7.182407406,0,88.4,0.9,30.10978333
1/10/16,1,0,6.309259261,0,91.55,2.25,30.111
1/10/16,2,0,5.772222222,0,91.25,1.566666667,30.111
1/10/16,3,0,6.118518517,0,90.55,0.666666667,30.11068333
1/10/16,4,0,6.70185185,0,88.06666667,1.166666667,30.10873333
1/10/16,5,0,6.913888889,0,85.31666667,1.2,30.11
1/10/16,6,0,6.662962961,0,85.48333333,2.6,30.11001667
1/10/16,7,0,6.12685185,5.733333333,90.43333333,2.416666667,30.111
1/10/16,8,0,6.534259261,84.58333333,85.51666667,2.4,30.11851667
1/10/16,9,0,7.79814815,165.4333333,78.6,1.816666667,30.14855
1/10/16,10,0,9.571296294,231.1666667,70.03333333,1.75,30.14888333
1/10/16,11,0,11.77407407,384.3833333,59.66666667,1.516666667,30.14141667
1/10/16,12,0,13.26388889,440.6166667,55.13333333,1.766666667,30.104
1/10/16,13,0,13.79629629,335.95,52.13333333,1.616666667,30.08065
1/10/16,14,0,13.69166667,279.05,51.4,2.25,30.0593
1/10/16,15,0,13.36388889,169.1333333,48.68333333,1.466666667,30.05966667
1/10/16,16,0,13.10185185,75.25,50.48333333,0.983333333,30.06
1/10/16,17,0,12.30185185,7.416666667,59.76666667,1.566666667,30.06
1/10/16,18,0,11.40277778,0,65.58333333,1.333333333,30.06648333
1/10/16,19,0,11.21018518,0,67.26666667,2.033333333,30.10233333
1/10/16,20,0,10.46851852,0,70.06666667,1.766666667,30.1042
1/10/16,21,0,9.691666667,0,75.28333333,1.333333333,30.10815
1/10/16,22,0,8.920370372,0,79.33333333,0.683333333,30.11
1/10/16,23,0,8.629629628,0,81.61666667,0.6,30.11015
1/11/16,0,0,7.886111111,0,83.81666667,0.633333333,30.1107
1/11/16,1,0,7.518518517,0,83.8,0.616666667,30.116
1/11/16,2,0,6.964814817,0,86.43333333,0.6,30.15033333
1/11/16,3,0,6.303703706,0,89.46666667,1.033333333,30.14931667
1/11/16,4,0,5.720370372,0,88.83333333,1.25,30.1404
1/11/16,5,0,5.409259261,0,91.01666667,1.066666667,30.14666667
1/11/16,6,0,4.577777778,0,93.9,1.116666667,30.15466667
1/11/16,7,0,4.140740739,10.91666667,95.8,1.633333333,30.15966667
1/11/16,8,0,4.375925928,112.85,93.06666667,2.016666667,30.19461667
1/11/16,9,0,7.306026367,311.0677966,75.45762712,1.627118644,30.22423729
1/11/16,10,0,11.25555556,461.2666667,63.25,1.716666667,30.22335
1/11/16,11,0,13.04629629,560.9833333,46.75,2.466666667,30.21868333
1/11/16,12,0,-17.77777778,0,0,0,0
1/11/16,13,0,-17.77777778,0,0,0,0
1/11/16,14,0,17.45,481.45,23.75,1.433333333,30.16963333
1/11/16,15,0,-17.77777778,0,0,0,0
1/11/16,16,0,-17.77777778,0,0,0,0
1/11/16,17,0,-17.77777778,0,0,0,0
1/11/16,18,0,-17.77777778,0,0,0,0
1/11/16,19,0,-17.77777778,0,0,0,0
1/11/16,20,0,-17.77777778,0,0,0,0
1/11/16,21,0,-17.77777778,0,0,0,0
1/11/16,22,0,-17.77777778,0,0,0,0
1/11/16,23,0,7.580555556,0,73.8,1.383333333,30.18978333
1/12/16,0,0,-17.77777778,0,0,0,0
1/12/16,1,0,-17.77777778,0,0,0,0
1/12/16,2,0,-17.77777778,0,0,0,0
1/12/16,3,0,-17.77777778,0,0,0,0
1/12/16,4,0,-17.77777778,0,0,0,0
1/12/16,5,0,-17.77777778,0,0,0,0
1/12/16,6,0,-17.77777778,0,0,0,0
1/12/16,7,0,-17.05925926,1.066666667,2.95,0.083333333,1.006566667
1/12/16,8,0,-17.06481482,1.566666667,2.966666667,0.066666667,1.006566667
1/12/16,9,0,9.059259261,321.2,53.56666667,2.516666667,30.19118333
1/12/16,10,0,12.56296296,472.4333333,37.5,2.866666667,30.19643333
1/12/16,11,0,-17.4212963,0.783333333,1.483333333,0.033333333,0.503283333
1/12/16,12,0,-17.06481482,1.566666667,2.966666667,0.066666667,1.006566667
1/12/16,13,0,17.97129629,581.7333333,21.91666667,1.25,30.09865
1/12/16,14,0,18.28703704,489.6,22.08333333,1.616666667,30.09158333
1/12/16,15,0,19.31481482,344.4,20.06666667,1.05,30.05553333
1/12/16,16,0,19.08518518,170.3666667,19.13333333,1.066666667,30.05216667
1/12/16,17,0,16.125,29.61666667,34.8,1.383333333,30.05396667
1/12/16,18,0,12.72870371,0,44.46666667,1.266666667,30.06006667
1/12/16,19,0,10.80833333,0,54.88333333,1.45,30.06391667
1/12/16,20,0,9.163888889,0,62.01666667,0.833333333,30.06648333
1/12/16,21,0,-17.4212963,0.783333333,1.483333333,0.033333333,0.503283333
1/12/16,22,0,-17.77777778,0,0,0,0
1/12/16,23,0,-17.4212963,0.783333333,1.483333333,0.033333333,0.503283333
1/13/16,0,0,-17.77777778,0,0,0,0
1/13/16,1,0,6.436111111,0,74.23333333,1.383333333,30.07285
1/13/16,2,0,5.654629628,0,77.48333333,1.333333333,30.07405
1/13/16,3,0,5.760185183,0,79.6,2.366666667,30.07501667
1/13/16,4,0,4.025925928,0,85.86666667,1.4,30.07423333
1/13/16,5,0,-17.77777778,0,0,0,0
1/13/16,6,0,3.157407406,0,91.11666667,1.733333333,30.07728333
1/13/16,7,0,3.909259261,13.15,84.08333333,2.25,30.07661667
1/13/16,8,0,6.864406778,121.3898305,60.81355932,2.525423729,30.10059322
1/13/16,9,0,9.343518517,317.5,55.01666667,2.316666667,30.1242
1/13/16,10,0,12.60740741,467.9333333,39.8,3.816666667,30.13848333
1/13/16,11,0,15.78518518,569.6333333,31.41666667,2.366666667,30.10238333
1/13/16,12,0,17.09629629,612.4666667,27.76666667,3.4,30.076
1/13/16,13,0,18.51944444,586.7166667,24.28333333,3.383333333,30.03405
1/13/16,14,0,18.96574074,494.7166667,23.43333333,1.983333333,30.01223333
1/13/16,15,0,19.54722222,348.4666667,23.78333333,1.1,29.99123333
1/13/16,16,0,19.41944444,173.3666667,23.2,0.833333333,29.97115
1/13/16,17,0,16.26944444,30.13333333,35.3,1.816666667,29.9748
1/13/16,18,0,12.86851852,0,46.13333333,2.466666667,29.98076667
1/13/16,19,0,11.46203704,0,56.18333333,1.533333333,29.98385
1/13/16,20,0,10.57685185,0,63.35,0.983333333,29.98766667
1/13/16,21,0,9.987962961,0,66.26666667,1.183333333,29.988
1/13/16,22,0,7.621296294,0,79.81666667,1.316666667,29.9889
1/13/16,23,0,7.308333333,0,73.83333333,1.5,29.99
1/14/16,0,0,6.043518517,0,73.65,2.383333333,29.9912
1/14/16,1,0,5.47314815,0,77.61666667,1.316666667,29.989
